"Dates" "2-07" "2-08" "2-09" "2-11" "2-12" "2-13" "2-14" "2-15" "2-16" "2-17" "2-18" "2-19" "2-20" "2-21" "2-22" "2-23" "2-24" "2-26" "2-27" "2-28" "2-29" "2-30" "2-31" "2-34" "2-37" "3-23" "3-24" "3-25" "3-27" "3-28" "3-29" "3-30" "3-31" "3-32" "3-35"
2011-06-21 68.6 45.7 34.7 26.4 26.7 169 25 31.5 23.6 40.5 27.1 32.5 26.5 17.3 26.5 25.4 28.7 78.9 29.9 13.3 25.2 13 9.1 284.1 15.8 224.9 239.7 22.4 186.3 27.3 22.5 144.6 17.8 22.3 596.4
2011-06-22 79.9 45.8 42.5 47.4 33.1 168 25.3 37.7 31.7 47.5 26.8 56.1 30 23.3 23.2 31 29.8 66.6 28.4 11.1 28.2 11.7 10.2 231.1 33.7 180.7 305.2 30.7 98 38.8 21 120.9 18.9 20.5 576
2011-06-23 85.5 54.9 55.7 47.3 28.6 136.7 29.5 28.6 29.5 41 29.4 38 28.7 19.1 25.9 20.4 30.2 117.6 24.9 10.4 29.3 12.6 8.4 240.1 27.9 245.8 230.6 21.8 137.3 23.7 18.1 192 18.6 17.6 516.6
2011-06-24 102.5 70.5 94 92.8 40.2 53.7 28.6 43.9 35.1 46.9 31.9 63.1 34.6 21.5 29.6 36.9 31.3 70.7 29.1 11.9 31.2 13.4 8.7 210 38.3 135.3 156.4 31.2 54.4 59.6 23.7 136.6 18.3 16.9 417.4
2011-06-25 112.2 65.4 57.1 60.7 34.1 271.9 35.7 39.5 31.1 45.7 31.8 46.8 31.4 22.5 31.9 27.8 36 122.9 26.6 11.7 33.9 16.2 9.5 295.1 33.7 287.6 235.4 25.8 245.3 33.1 26.4 188.3 21.6 19.7 479.1
2011-06-26 111.4 NA 71.7 71 NA 233.9 49.8 26.2 31.6 56.2 25.6 38.9 28.4 18.7 26.6 21.5 29.1 130 35.7 12.3 31.4 16.4 8.5 266.9 30.5 253.2 202.6 23.8 159.4 22.4 17.9 190.2 27.9 19.4 421.9
2011-06-27 111 85.8 83.8 76.9 77.5 232 50.9 29 39.6 68.2 42.2 48.8 35.8 25.4 26.2 22 36.5 141.2 31.6 14.8 41.7 18.4 8.9 204.9 50.6 281.9 200.5 25.9 143.8 24.4 16.5 192.7 27.4 20.6 396.3
2011-06-28 101.5 NA 81.7 84.7 42.7 259 71.4 24.2 34.1 91.1 21.1 34.9 27.6 17.5 25.3 21.6 34.7 127.6 38.6 16.7 47.8 21.2 9 216.8 31 205.8 196 22.9 167.3 25 15 172 52.7 19.5 146
2011-06-29 114.9 106.1 94.1 86.9 52.9 228.5 72.7 25.9 37.8 114.6 33.8 43.9 34.7 16.6 29.5 23.6 32.5 138.3 35.6 21.3 47.7 22.5 9.3 223.5 43.7 212 192 27 143.3 27.2 14.6 191.9 52.8 22.3 176
2011-06-30 112.4 96.3 95.6 98.8 53.6 272.6 69.4 61.1 45 105.2 54.7 83.6 40.6 24.1 29.5 68.5 39.6 133.2 39.1 21.4 62.1 25 8.9 205.4 56.3 246.5 190.5 33.5 164.2 26.7 17.7 213.6 35.5 23.7 344.6
2011-07-01 116.4 93.8 101.6 96.1 80.4 134.7 77.2 68.3 52.7 122.5 64.5 141.8 48.8 19.6 31.4 84.8 44 135.5 42.2 24.4 65.8 27.7 8.8 159 92.5 262.9 192 35.6 126.9 30.4 18.7 227.2 37.9 25.3 328.1
2011-07-02 127.3 106.5 94.7 103.7 87 135.5 73.3 76.3 63 99.7 57.4 116.4 41.5 34.6 35.6 78.5 40.7 124.1 43.4 24.8 86.7 39.2 8.6 175.5 73.8 190.8 189.9 46.8 101.3 45.9 26.9 222.7 37.6 23.9 360.5
2011-07-03 132.9 96.2 89.8 110.8 93.1 113.5 76.2 81.8 59.9 102.5 66.8 106.3 52.1 32.1 38.3 75.2 45.3 120.1 38.2 24.5 67.8 31.2 9.1 171 72.3 184.3 207.5 51.7 125.1 49.2 32.1 268.9 39.9 26.1 360.4
2011-07-04 111 88.2 87.5 104.3 91.6 224.7 66.6 80.5 54 92.1 61.1 97.6 51.1 37.1 37.7 71.7 46.2 132.5 30.9 26.6 69.1 33 9.6 173 66.3 253.5 223.5 56.8 172.5 53 38.6 278.5 36.5 24.3 402.1
2011-07-05 101.8 93.7 96.4 95.8 60.3 214.5 73.4 51.5 55.1 112.9 68.1 62.2 47.5 28.2 27.3 38.9 48 116.9 37.4 25.7 65.2 32.9 9.5 195 45 231.9 207.3 42.7 180.5 41.5 20.3 244 40.9 28.7 266.9
2011-07-06 100.9 90.1 91 105.2 72.5 178.8 80.3 61.3 58.8 142.9 70.1 68.3 50.5 20.6 28.7 30.5 38.1 128.9 42 30.5 75.8 28.2 8.9 157.9 74 216 177.1 46.1 144.2 33.5 17.2 214.8 51.7 28.1 278
2011-07-07 124.1 112.9 114.5 99.8 96.8 114.1 103.7 86 54 120.9 69.2 93.9 50 40.9 37.3 99.2 42.4 122.6 40.7 32.6 82.4 28.9 9.3 152.5 83.8 186.2 167.8 59 128.9 68.9 41.1 225 45.9 30.2 296.5
2011-07-08 123.1 105.8 99.3 113.7 89.9 141.9 86.7 90.2 62.7 115 75.9 103.1 54.2 44.8 36.4 84.8 41.4 118.2 35.3 29.5 76.9 29.3 11.2 184 80.6 210.1 199.9 65.4 148.2 45.5 31.6 262 47.3 33.4 309.8
2011-07-09 121.7 105.8 94.2 111.9 85.3 171.9 81.8 89 60.2 114.7 66.6 105.9 50.9 47.8 33.1 71.5 42 126.3 33.9 28.2 76 29.6 11.4 159.1 78.6 245.8 201.4 68.3 159.3 41.6 36 260.5 47.6 33.9 304.4
2011-07-10 101.4 98.5 102.5 103.6 70.6 208.2 94.1 62.3 60.4 129.6 62.9 71.4 42.1 33.4 40.8 43.1 47.4 119.6 39.5 31 66.8 30.7 11.3 163.3 49.7 189.3 161.1 44.8 163.5 38.9 19.5 219.7 51.3 37 198.7
2011-07-11 106.8 93.5 96.8 98.5 81 156.5 90.2 81.6 63.5 143.8 82.4 115.7 56.8 42 34.5 95.9 47.6 120.8 37.9 33.5 89.9 29.7 11 148.9 96.1 208.9 166.3 56.9 133.7 43.1 22.8 254.5 50.2 46.1 262.6
2011-07-12 106.8 97.1 99.7 101.2 61.8 200.5 96.7 55.3 59.9 124 66.9 63.4 37.3 32.1 36 41.6 48.2 120.9 39.1 34.9 84 30.4 10.9 159.1 44.3 185.1 152.6 50.5 161.3 42.7 21 232.3 54.5 44.7 192.3
2011-07-13 108.6 96.7 96.3 106.4 61.5 160.8 98.8 43.4 57.2 137 56.3 66.6 35.7 23.9 32.9 33.5 37.7 121.9 48.3 42.2 80.1 31.8 10.6 154.4 46.7 156.6 130.2 55.1 144.9 42.5 20.4 208.2 57.6 43.8 161.6
2011-07-14 99.4 95.5 97.7 97.5 73.7 128.4 95.2 84.9 48.7 163.1 87.2 125.3 57.9 32 NA 103.9 46.2 117.6 45.8 40.1 109.1 33.2 11.2 141.5 108 164.7 137.6 73 NA 45.7 28 242.6 55.1 52.8 227
2011-07-15 98.9 94.7 99.6 100.4 66.2 125.1 97.3 57.2 53.3 153.6 86.5 76.7 47.8 23.9 NA 35 46.5 122.7 48.3 39.7 90 34.9 11.1 150 101.9 165.3 138.9 62.6 NA 48.2 22.3 209.7 61.8 54 172.8
2011-07-16 107.8 110.2 100.8 100.3 64.9 NA 98.3 45.1 61.9 127.2 61.8 65.4 36.1 28.8 NA 30.7 45.9 114.4 55.6 43.4 96.3 36.6 13 114.3 45.8 150.9 128.6 60.7 137.4 52.5 23.2 197.8 61.4 51.7 151.8
2011-07-17 106.2 NA 94.8 101.7 60.2 NA 102.4 38.1 60.3 128.8 54.1 70.4 39.2 21.2 NA 29.9 37 117.5 63.7 48.3 75.5 41.4 15.2 136.2 54.2 129 130.6 75.6 121 54.9 24.5 198 69.1 54.4 140.7
2011-07-18 103.3 101.6 102.2 101 74.8 125.1 99.9 40.3 65.7 115.3 44.1 63.6 34 23.6 30.8 33.4 32.2 112.9 65.8 50.4 80.7 41.4 15.2 114.3 43.2 124.9 123.8 71.2 128.9 58.5 27.1 191.3 68.2 53.9 132
2011-07-19 108.1 104.3 103.1 106.5 66.4 137.8 100.4 41.5 70.8 137 71.1 61.4 38.8 29.5 34.7 43 45.8 117.5 65.5 55.8 90.4 47.8 15.5 115.9 47.1 131.3 140.9 78.9 141.8 55.7 30.1 244.3 67.3 99.2 195.3
2011-07-20 107.4 102.5 106.3 103.4 61.8 119.2 102.8 39.4 69.5 148 78.9 74.2 49.2 26.4 35.7 33.5 41 122.4 68.7 57.6 78.5 51 16.5 140.3 97.4 127.3 129.9 81.3 NA 59.5 31.8 172.8 66.4 56.1 133.1
2011-07-21 110.4 109.8 101.2 108.2 70.3 140.3 102.3 41.4 74.4 136.6 78.7 73.7 41 30.4 36.7 34.4 46 122.4 72.6 54.9 85.7 57.7 17.3 115.6 47.5 141.1 134.4 75.7 143.5 58.3 30.3 170.8 62 60.3 129.5
2011-07-22 107.6 104.3 106 109.6 61 124.8 104.8 36.1 71.5 129.5 59.4 72.7 44.6 26.8 35.9 34.8 40.9 116.8 81.2 56.9 75.7 62.4 17.7 115.2 54.4 124.9 118.7 76.6 147.8 64.7 30.5 177.5 69.3 56.6 128
2011-07-23 111.9 NA 109.3 104.4 71.8 125.4 107.3 39.9 79.4 133.2 47.8 68.5 39.5 27.8 35.3 35.7 41.4 120.9 81.9 61.1 71.4 64.6 20.7 119.5 53.6 129.6 126.1 80.9 144.5 68.8 32 178.2 74.3 60 125.7
2011-07-24 103.6 NA 106.8 106.6 70 121.1 110.1 40.4 81.4 138.7 82.9 68.9 50.9 30.9 40.5 34.8 45.4 115.2 87.2 62.6 79.8 66.2 21.3 121.7 95.5 123.5 120.3 87.9 162.8 70.8 37.3 171.8 69.1 62 128.3
2011-07-25 106.4 107 107.9 109.3 78 128.6 101.7 54.9 81.5 144.3 97.1 82.8 53.1 38.8 40 84.5 46.3 112.1 84.7 66.6 84.3 71.1 21.4 124.7 75 129.2 117 96.7 147.2 75.1 38.6 166.9 72.2 66.6 136.4
2011-07-26 110.2 110.5 102 103.8 77.5 118 116.2 38.7 82.7 118.8 53.1 66.5 40.1 35.5 39.2 40.5 43.6 115.1 90 67 82.4 78.5 21.8 112.3 49.5 118.9 112.1 78.3 153.2 75.2 37.6 171.2 69.4 58.5 123.7
2011-07-27 110.2 109.7 101.8 105.3 73.6 111.4 113.3 40.7 87.8 123.9 43.6 69.2 39.3 35.6 37.7 43.1 39 120.1 93.4 72.4 66.9 83.6 22.8 112.9 47.8 109.5 115.1 70.3 120 79.5 36.3 156.8 71.6 64.9 120.9
2011-07-28 101.4 108.1 106.6 100.2 80.1 115.8 108.7 40.6 84.1 124.7 59.3 71.3 47.4 39.4 39.4 39.8 46.1 110.8 90.6 71.7 77.1 84.3 23.9 112.3 52.6 113.7 111.3 79.8 159.6 82.4 37.9 163.2 73.4 66.4 120.8
2011-07-29 102.6 106.4 98.5 95.8 68 109.2 104.2 37.1 80.4 112.7 39.5 71 37.8 33 35.2 36.3 36.9 110.4 86.9 72.5 63.7 78.7 23.5 108.4 56.2 106.2 105.2 76.8 150.8 82.3 35.1 152.2 68.1 59.9 116.2
2011-07-30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2011-07-31 102 109.3 101 96.8 79.6 108.8 98.9 38.8 NA 122.2 52.6 75.9 41.2 38.4 38.5 37.6 43.7 110.5 NA 81.6 73.2 84.6 25.5 112.7 49.1 107.5 100.3 79.2 147 78.3 37.8 146.6 68 63.6 117.1
2011-08-01 101.5 105.5 92.9 95.7 84.6 100.5 105.1 39.6 83.8 115.9 42.4 76.7 38.5 39.4 37.3 39.6 37.8 111.1 NA 82 67.1 91.2 30.3 109.1 53.7 122 98.1 76 147.7 86.9 41.6 153 75.5 61.7 111.9
2011-08-02 97.7 98.8 95.3 88.5 80.2 102.7 101.6 39.3 88.4 117.5 43.7 75.8 39.2 37.9 40.3 38.3 41.1 109.1 104.2 80.4 68.9 94.7 29.3 108.2 53.8 116.9 104.4 82.9 153.8 84.4 44.6 140.5 73.6 66 118.4
2011-08-03 96.6 108.6 99 93.9 89.3 103.3 101.5 42.7 93.4 110.2 49.7 79.4 44.1 NA 44.1 40.1 40.4 117 99.7 88.2 71 98.7 35.6 105.5 52.4 119.9 101.3 79.6 136.4 82.7 45.9 131.6 77.8 66.7 111.8
2011-08-04 105 103.7 100.9 92.3 82.4 95.6 100.4 52.6 85.9 105.8 51.5 62.5 42.8 45 44.7 42.6 43.9 111.7 109.1 89.8 74.9 101.5 38.5 111.5 55.8 108.4 105.9 82.4 154.2 79.5 46.5 130 76.6 65 108.6
2011-08-05 97 93.7 96.1 94.1 90.5 92.6 100.1 39.8 95.3 108.2 85.3 83.9 51.6 93 46.6 50.7 47.7 106.6 105.2 85 84.7 97.4 37.6 103.9 55.6 120.5 111.7 82.1 113 81.6 49.5 141.1 77.6 70.1 116.6
